year,country,trade_type,product_group,rank,volume_tonnes,value_rm,origin_country,destination_country,origin_lat,origin_lon,destination_lat,destination_lon,is_summary_row
2010,Brunei Darussalam,Export,Tobacco Products,20,310.69784999999996,50336641.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
2011,Brunei Darussalam,Export,Tobacco Products,20,97.41224000000001,10419488.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
2012,Brunei Darussalam,Export,Tobacco Products,20,65.74126999999999,8488052.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
2013,Brunei Darussalam,Export,Tobacco Products,20,18.815350000000002,5725964.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
2014,Brunei Darussalam,Export,Tobacco Products,20,23.37383,7069316.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
2015,Brunei Darussalam,Export,Tobacco Products,20,11.14607,3415813.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
2016,Brunei Darussalam,Export,Tobacco Products,20,13.80826,4224799.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
2017,Brunei Darussalam,Export,Tobacco Products,20,12.325579999999999,3766149.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
2018,Brunei Darussalam,Export,Tobacco Products,20,10.13506,3053408.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
2019,Brunei Darussalam,Export,Tobacco Products,20,8.75198,2124725.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
2020,Brunei Darussalam,Export,Tobacco Products,20,1.58821,390357.0,Malaysia,Brunei Darussalam,4.2105,101.9758,4.5353,114.7277,False
